timestamp_sec,voltage
0.0,0.000531537892228874
0.004,0.02645158808920838
0.008,4.696061693521252e-05
0.012,0.0058199593291017645
0.016,0.005316890777146924
0.02,0.0036866208754171292
0.024,0.01185906798171062
0.028,-0.00040467365104455717
0.032,-0.024905973959081236
0.036,-0.008918847948645338
0.04,0.0031374286338479657
0.044,0.012682311712295623
0.048,0.007977141758240573
0.052,-0.002189680775670769
0.056,0.004678399863210763
0.06,-0.017170819281596993
0.064,0.004949401931778955
0.068,-0.00125748891835273
0.072,-0.011526041499545975
0.076,0.0005342077810039933
0.08,-0.011394741808217658
0.084,0.03479629835687691
0.088,0.015142318055565556
0.092,-0.020266579838239877
0.096,0.01265044370674531
0.1,-0.010040115453770081
0.104,0.012249616747358525
0.108,0.012660112210692284
0.112,0.012238741300934358
0.116,-0.00390379707041438
0.12,0.008999432224451572
0.124,0.025344806489409344
0.128,0.01940638556836834
0.132,0.014442720199845558
0.136,0.045348986082907314
0.14,0.1102798677530388
0.144,0.1415912552512943
0.148,0.15032812319366315
0.152,0.1393762852586675
0.156,0.11445453867105394
0.16,0.10007040137227446
0.164,0.06057295859022195
0.168,0.026518009418983017
0.172,0.005598827645856418
0.176,0.0048613427331305505
0.18,0.006469907227512512
0.184,0.022914749909136396
0.188,0.010825392442583607
0.192,-0.006453876798462267
0.196,0.006486266940577921
0.2,0.014404418216596347
0.204,0.014855996073189211
0.208,0.012631564633062855
0.212,-0.00667267168374764
0.216,0.011727117608585134
0.22,0.011400943115426117
0.224,0.029495047942274966
0.228,0.0228288478948543
0.232,-0.011263884043875171
0.236,-0.0017095678042280027
0.24,0.008192883354123012
0.244,0.0014823564547759467
0.248,0.01647024680545429
0.252,0.0061332127401237755
0.256,0.008700495654143476
0.26,0.007000458577250035
0.264,0.03188608377438915
0.268,0.008726122928341493
0.272,-0.003547964709378823
0.276,0.0018995498548509784
0.28,0.030145949219240013
0.284,0.012329383480246451
0.288,-0.0014993031092154913
0.292,0.010210546768570989
0.296,0.010347047672466017
0.3,0.00896871242850828
0.304,0.006460945251721627
0.308,0.01876936510965899
0.312,0.009087473881986026
0.316,-0.011961206027376456
0.32,0.01603494967116712
0.324,0.028150279805193544
0.328,0.026260881706006434
0.332,0.015289249111000453
0.336,0.004100582254243779
0.34,0.031330605002171774
0.344,0.003543704562670308
0.348,0.025717902609825614
0.352,0.003860183149252503
0.356,0.0024959475448162057
0.36,0.013924358812612846
0.364,0.02398831045339624
0.368,0.019475150877232904
0.372,-0.008721500350472127
0.376,0.0036862015104414054
0.38,0.014371574800061302
0.384,0.01856527143549353
0.388,0.003229553574577375
0.392,0.016562667306748116
0.396,0.007025933575732715
0.4,0.026872154106454455
0.404,0.008497595217764949
0.408,0.020771692214491103
0.412,0.022477252392630324
0.416,-0.015315827215176811
0.42,0.03100614385810696
0.424,0.025020420484519194
0.428,0.023307124546523405
0.432,0.004666165444789717
0.436,-0.00047374856275857365
0.44,0.02159521858680119
0.444,0.013386908167889225
0.448,0.020756160803127616
0.452,0.010694165769121671
0.456,0.003604095490456417
0.46,0.02245613261634332
0.464,0.018175703022372054
0.468,0.031169166723260318
0.472,-0.004548510588924125
0.476,-0.00284582042203212
0.48,0.029775930387467106
0.484,0.023494911554347655
0.488,0.030013368850077778
0.492,0.00030333972311797144
0.496,0.015212265519621107
0.5,0.014825321575057528
0.504,0.015938803277187684
0.508,0.024874430042796807
0.512,0.01463949602716404
0.516,0.013247085004777504
0.52,0.020080785277947193
0.524,0.026642154395738277
0.528,0.02084331810647218
0.532,0.009925052151254539
0.536,0.009230876513628403
0.54,0.014881794383467562
0.544,0.017960738732399333
0.548,0.009670912376083194
0.552,0.016670812500179367
0.556,0.005356842625677658
0.56,0.012508104978372014
0.564,0.01226432208748909
0.568,0.03391764939059494
0.572,0.00401422398091118
0.576,0.018983219618527822
0.58,0.01741295408219848
0.584,0.03149470066448919
0.588,0.032106667088794956
0.592,0.002923927194988062
0.596,0.013715226663800772
0.6,0.029503289057235673
0.604,0.04901111408528383
0.608,0.01703766602436981
0.612,0.030569648954040903
0.616,-0.007529340788446255
0.62,0.012935088112296092
0.624,0.01943078695352648
0.628,0.016762715626858698
0.632,0.010662995234348762
0.636,-0.0008013616555349792
0.64,0.015586014578166937
0.644,0.031702912650640847
