img_name,source_file,label,mean,std,rms,skewness,kurtosis,zero_crossing_rate,peak_to_peak,total_energy,band_power_low,band_power_mid,band_power_high,spectral_centroid,spectral_bandwidth,peak_frequency
수분부족_000000.png,수분부족.csv,스트레스,-0.0007202889891672389,0.0085144212170797,0.008544833812882057,-0.32507835899791143,1.4543398402681706,44.5,0.05766863417947335,2.484980857191042e-05,7.669291714639595e-06,9.060082759637876e-06,6.509123108572975e-06,15.177109753409574,14.642796330324805,1.953125
수분부족_000250.png,수분부족.csv,스트레스,0.00015701519950880616,0.005301537573708826,0.0053038622171322726,0.2057086086454359,0.21374307017072303,58.5,0.03176430566890784,1.3467686861424094e-05,1.6769239650777765e-06,4.461072703101485e-06,5.60544514517535e-06,23.620623726166293,15.48219267130234,1.953125
수분부족_000500.png,수분부족.csv,스트레스,-5.675103469269527e-05,0.004941562396477162,0.00494188826241709,-0.12158384955678864,-0.06639480674037834,64.5,0.028451351785896164,1.2273654130439144e-05,1.3513015837371453e-06,3.2884748087889934e-06,5.5595475553425246e-06,26.187922323893194,15.757317777523046,50.78125
수분부족_000750.png,수분부족.csv,스트레스,0.000696211371382818,0.009528919305396644,0.009554319096743818,2.417669056166824,7.394320712201612,51.0,0.059583617178380156,2.716043842106912e-05,9.963841004550766e-06,1.0030502031788684e-05,5.011325484672966e-06,14.068886892744104,14.55080571147821,1.953125
수분부족_001000.png,수분부족.csv,스트레스,-0.00043019627203558366,0.009543312069973879,0.009553003407168997,2.687078387964204,8.53101904600217,47.0,0.059583617178380156,4.618107657307803e-05,2.207790604869432e-05,1.6576430172481673e-05,4.916972344246595e-06,10.295192904059187,11.8839425701027,3.90625
수분부족_001250.png,수분부족.csv,스트레스,-0.0005362203704531404,0.0051035527324305545,0.005131645231150364,0.07413126785191217,-0.4418896552887639,51.0,0.027832313884838707,1.2343516278673343e-05,1.6536252895931345e-06,4.283012070395385e-06,4.729575093281557e-06,22.813892106762978,15.813144038031416,23.4375
수분부족_001500.png,수분부족.csv,스트레스,0.0003003167522943074,0.005010161433249029,0.005019154085991439,0.15376650155622373,-0.23042332536446342,54.5,0.027414063647879457,1.2741276484232377e-05,1.4477038102221522e-06,4.509289519700981e-06,5.2072705742190185e-06,23.062302237601703,15.678326505101372,7.8125
수분부족_001750.png,수분부족.csv,스트레스,-0.00022465999190777664,0.004651394293408156,0.0046568166148898285,0.4315616858593789,0.28262818738696804,63.0,0.025215722631117533,1.0897512854448214e-05,1.243644568004928e-06,3.711896779159456e-06,4.2461129633613184e-06,24.650666208883628,15.963629477967345,50.78125
수분부족_002000.png,수분부족.csv,스트레스,0.00010110918879422537,0.0092096449890511,0.009210199991987833,2.5187977170027507,7.6542392793946235,51.0,0.05957077927335393,5.2876984561488036e-05,3.219463187243887e-05,1.3876224112342959e-05,4.821581620514969e-06,8.687197957781942,11.903318537492455,1.953125
수분부족_002250.png,수분부족.csv,스트레스,0.00035084261604754,0.00932050595915505,0.009327106833090305,2.328898085150568,6.929083480256562,48.0,0.05957077927335393,5.0821126727638156e-05,2.982062629196331e-05,1.378004116199507e-05,5.29162815057174e-06,9.205414952131573,12.088921007740716,1.953125
수분부족_002500.png,수분부족.csv,스트레스,-0.0002142026878938442,0.005176654775987024,0.005181084583487343,-0.19157658933363658,0.023276606322820914,58.0,0.031116787456195085,1.3037656916609386e-05,1.5990492640224246e-06,4.2058328936561204e-06,5.329653599869173e-06,25.012328130141917,15.8516279293518,50.78125
수분부족_002750.png,수분부족.csv,스트레스,7.587993582120905e-05,0.004862488801472393,0.004863080824858318,-0.15519249768267,0.3172622504660656,63.5,0.031116787456195085,1.2228076414799027e-05,8.646833072475098e-07,4.101558636590503e-06,5.378360514535353e-06,26.69567445716263,15.513563974423898,50.78125
수분부족_003000.png,수분부족.csv,스트레스,-0.0006191752202688998,0.004803421851532868,0.004843164196801353,-0.016973480736204485,-0.04335452498511749,59.0,0.028780997895672497,1.1155870210992174e-05,4.205005925980714e-07,3.51339524193475e-06,5.391629091747659e-06,27.90658972547683,14.3303197536858,50.78125
수분부족_003250.png,수분부족.csv,스트레스,-0.00028152084956474944,0.009732999572673762,0.009737070127631168,2.7555805906296227,8.833513238548306,43.5,0.06245749520408993,5.996281629961896e-05,3.686062629872449e-05,1.5864924800073465e-05,5.679028860842216e-06,8.168688109479616,10.895684520781565,1.953125
수분부족_003500.png,수분부족.csv,스트레스,0.0008220706778090277,0.009582899063820498,0.009618095168310884,2.638194854812582,8.278053652806026,52.5,0.06170626823504942,3.5467702633869135e-05,1.8325444571938726e-05,9.953360699266157e-06,5.250990379651219e-06,11.002099613817812,13.400531042535631,1.953125
수분부족_003750.png,수분부족.csv,스트레스,-3.275696676447104e-05,0.004559013518588913,0.004559131198106507,0.20472468888410064,0.11089302412419011,61.5,0.028348322287748078,9.460754981012558e-06,6.520148227601791e-07,2.536106139032845e-06,4.269512491615654e-06,28.449806000253602,15.593286600326245,50.78125
수분부족_004000.png,수분부족.csv,스트레스,0.00011716720486234455,0.005026219305147792,0.005027584773759226,0.03645745899685442,0.33947580601944427,52.0,0.03289475504026362,1.1657414265496373e-05,1.0978799802826713e-06,4.036732133830595e-06,4.630476300484238e-06,25.24004849180264,15.23713207414195,50.78125
수분부족_004250.png,수분부족.csv,스트레스,0.000812739092301426,0.009838426090925365,0.00987193865351461,2.426596695123304,7.447525366002081,39.0,0.06241197485876639,1.345702921980494e-05,9.846581859187763e-07,5.907092574410313e-06,4.872673386489206e-06,22.801112573557962,14.99421270136687,7.8125
수분부족_004500.png,수분부족.csv,스트레스,-0.0003815952583426021,0.009821776726603134,0.009829186792834519,2.7033944237224063,8.736966873499506,43.5,0.06214591447711014,6.032734378552967e-05,3.408340910480157e-05,1.826306675475386e-05,6.266915847140445e-06,8.799279565641534,11.152582795943056,1.953125
수분부족_004750.png,수분부족.csv,스트레스,-0.0007159648963791128,0.004966896549110157,0.005018233460333381,-0.15369960240173686,-0.05884151953913985,61.5,0.0289114204995295,1.2502100832981938e-05,8.39755482096281e-07,4.102301111923208e-06,5.922025416789189e-06,25.748692123597884,14.516911413007696,50.78125
수분부족_005000.png,수분부족.csv,스트레스,0.00020763514661430863,0.004964377883809459,0.004968718157368762,-0.12637514279134085,0.06872560205928302,61.0,0.029037866495136292,1.2127569211057582e-05,1.2440651647371064e-06,4.212994890420649e-06,4.818148134786852e-06,25.10655348394769,15.351256228691467,50.78125
수분부족_005250.png,수분부족.csv,스트레스,-0.00017752331514252141,0.005172482776982225,0.005175528244111605,-0.10207200530517337,-0.28528792393762004,57.5,0.029037866495136292,1.3198781734362957e-05,1.1411286010617346e-06,4.791179535049659e-06,5.712976046475865e-06,23.75337368011184,14.053446240982263,13.671875
수분부족_005500.png,수분부족.csv,스트레스,0.00023377003340507906,0.009134687633090138,0.009137678402233694,2.361689130899177,7.59623697577824,49.5,0.06792693173864231,3.3631952147688835e-05,1.5438835170863162e-05,9.490090070868069e-06,6.612699828721823e-06,12.584824761514364,14.0004683675621,1.953125
수분부족_005750.png,수분부족.csv,스트레스,0.00028950199973571447,0.009086449997565846,0.009091060717326408,2.393665579155158,7.746588185062482,43.5,0.06792693173864231,4.278692482233082e-05,2.1442922587980763e-05,1.3815851693916477e-05,5.409918757533385e-06,10.401608165449355,12.678810150754206,1.953125
수분부족_006000.png,수분부족.csv,스트레스,-0.00037397517042686335,0.004978834039633512,0.004992859483533375,0.09370977362482054,-0.19775867155757343,54.0,0.029373588771894832,1.1225664679974487e-05,5.440137086849973e-07,3.226376100896053e-06,5.477350989537095e-06,28.16401374745166,14.69933806082715,50.78125
수분부족_006250.png,수분부족.csv,스트레스,-1.206381485155654e-05,0.005010224569860086,0.005010239093701862,0.17750608061719728,-0.24459013981932998,58.5,0.027503841056139615,1.2278979758839971e-05,7.460167720187842e-07,3.863101879207386e-06,6.126016503991919e-06,25.986993657813404,14.88511392045541,23.4375
수분부족_006500.png,수분부족.csv,스트레스,-0.0007185680552799598,0.005361868965205586,0.005409803956716329,0.05325942716545836,-0.15160596963188544,56.0,0.029969654066255215,1.3368879169294665e-05,1.1395446751877254e-06,4.197998770136715e-06,6.489321516213436e-06,25.852802158284604,14.617265836343531,50.78125
수분부족_006750.png,수분부족.csv,스트레스,0.0003430849146961059,0.009766235445425663,0.009772259822281673,2.396977075576842,7.319762038640945,52.0,0.0647815421095575,4.831897128804267e-05,2.4945552198067917e-05,1.3334595888079297e-05,7.89099199974106e-06,11.192543354255198,13.272034080835034,3.90625
수분부족_007000.png,수분부족.csv,스트레스,0.0010802545125996657,0.00979454168950749,0.009853933058403238,2.2913291523138204,6.605702118094001,50.5,0.06821409669597857,3.795303303638559e-05,1.8556069790295525e-05,1.0069600654149753e-05,7.1119654460500716e-06,12.138946988057446,13.3865769336528,3.90625
자극_000000.png,자극.csv,스트레스,0.0011653572303789372,0.019874535307037516,0.019908671757429657,5.087390376577954,29.070400945885098,48.0,0.1655366386656092,0.00021744554014770738,6.696582389886105e-05,0.00012464324844664191,2.2987920514452035e-05,10.80491649980252,9.064810518030558,1.953125
자극_000250.png,자극.csv,스트레스,0.0006056509535677392,0.020575997919660857,0.020584909605520386,5.037250027628047,28.450473647954965,44.5,0.17329339001686322,0.00019329760559345385,6.229536283500087e-05,0.00010398722536426801,2.4103043172783507e-05,11.027892181184415,9.362558222406994,1.953125
자극_000500.png,자극.csv,스트레스,-0.0010578878701420456,0.015591605505777595,0.01562745305523545,6.931878999261108,57.02461396150546,40.0,0.17329339001686322,0.00010530704268171039,2.2786209508766796e-05,6.254811279097136e-05,1.5810395840648497e-05,12.24246245186875,10.087781550894352,3.90625
자극_000750.png,자극.csv,스트레스,-0.0009902651366246475,0.015578153539044431,0.015609596174368407,6.69911652242788,54.196504923987085,45.0,0.1778650962636237,0.00010966316722187698,3.191174113657231e-05,5.9064114799370235e-05,1.4550442559655888e-05,11.745692656345632,10.415229066569992,3.90625
자극_001000.png,자극.csv,스트레스,0.000997433168741404,0.020901612712381754,0.020925398130131338,5.05245800908978,28.56877652152132,50.5,0.1778650962636237,0.00022380147965387983,6.401817993041803e-05,0.0001308542671872263,2.66438202938917e-05,11.03962897558845,8.894606818337056,1.953125
자극_001250.png,자극.csv,스트레스,0.0006951094962246226,0.020509233832731403,0.020521009956076627,5.060718080761479,28.396575379755866,49.0,0.16916251641378005,0.00023549692776787289,6.091780530144273e-05,0.00014706931762572444,2.554175605549531e-05,10.759912130384189,8.326207601085219,1.953125
자극_001500.png,자극.csv,스트레스,0.0009459066899851309,0.020910269921241415,0.020931653724570645,5.203392517639142,29.585392789958156,48.5,0.17079056228357062,0.00016234824831365397,4.036233076987081e-05,0.00010274237327393608,1.735222929268427e-05,10.929446862926145,8.742013252018326,7.8125
